idColaborador,Fecha,Sucursal,Puesto,Motivo,Ticket,AreaBuscada,Mes,Dia,CodigoAreaBuscada
2864,2024-02-15,MERIDA ITZAES,GERENTE UNIDAD DE NEGOCIO,Reposición de uniforme y epp,0,Uniformes y EPP,2,15,5
5230,2024-02-15,CULIACAN BLVD ZAPATA,MOTOCICLISTA DE SUCURSAL,Conocer prestaciones,0,Compensaciones y Beneficios,2,15,2
5498,2024-02-15,MORELIA LIBRAMIENTO,ASESOR MOSTRADOR,Constancia laboral,0,Relaciones Laborales,2,15,3
5788,2024-02-15,NUEVO LAREDO,CHOFER SUCURSAL,Hablar con ch,0,Uniformes y EPP,2,15,5
5792,2024-02-15,TAPACHULA,ASESOR MOSTRADOR,Duda sobre bono,0,Compensaciones y Beneficios,2,15,2
6655,2024-02-15,TOLUCA,CHOFER SUCURSAL,Reposición de gafete,104277,Administración de Personal,2,15,1
7081,2024-02-15,MEXICALI,MOTOCICLISTA DE SUCURSAL,Reposición de uniforme y epp,0,Uniformes y EPP,2,15,5
7097,2024-02-15,CANCUN TALLERES,COORDINADOR DE MOSTRADOR,Duda sobre bono,0,Compensaciones y Beneficios,2,15,2
7235,2024-02-15,NOGALES,CHOFER SUCURSAL,Reposición de uniforme y epp,104344,Uniformes y EPP,2,15,5
7367,2024-02-15,VILLAHERMOSA PERIFERICO,MOTOCICLISTA DE SUCURSAL,Reposición de uniforme y epp,104302,Uniformes y EPP,2,15,5
7969,2024-02-15,MANZANILLO,EJECUTIVO DE LOGISTICA,Duda sobre bono,0,Compensaciones y Beneficios,2,15,2
8214,2024-02-15,TORREON,CHOFER SUCURSAL,Reposición de gafete,104280,Administración de Personal,2,15,1
8240,2024-02-15,ACAPULCO,MOTOCICLISTA DE SUCURSAL,Reposición de uniforme y epp,104321,Uniformes y EPP,2,15,5
8513,2024-02-15,ACAPULCO,COORDINADOR DE ALMACEN Y LOGISTICA,Reposición de uniforme y epp,104320,Uniformes y EPP,2,15,5
9414,2024-02-15,MONCLOVA,ASESOR MOSTRADOR,Reposición de gafete,104309,Administración de Personal,2,15,1
9742,2024-02-15,ACAPULCO,EJECUTIVO DE LOGISTICA,Reposición de uniforme y epp,104343,Uniformes y EPP,2,15,5
9943,2024-02-15,ACAPULCO,ASESOR MOSTRADOR,Reposición de gafete,0,Administración de personal ,2,15,1
10117,2024-02-15,FORUM TLAQUEPAQUE,ASESOR MOSTRADOR,Solicitar beneficio,0,Compensaciones y Beneficios,2,15,2
10191,2024-02-15,CEDIS,CHOFER DE CEDIS,Solicitar beneficio,0,Compensaciones y Beneficios,2,15,2
10202,2024-02-15,CD JUAREZ TORRES,MOTOCICLISTA DE SUCURSAL,Reposición de uniforme y epp,0,Uniformes y EPP,2,15,5
10735,2024-02-15,CEDIS,AUXILIAR DE SURTIDO,Reposición de uniforme y epp,104312,Uniformes y EPP,2,15,5
10974,2024-02-15,QUERETARO LUIS PASTEUR,CHOFER SUCURSAL,Duda sobre bono,0,Compensaciones y Beneficios,2,15,2
11278,2024-02-15,TAPACHULA MOTOPARTES,MOTOCICLISTA DE SUCURSAL,Cuenta workplace,104304,Administración de Personal,2,15,1
11354,2024-02-15,CEDIS,AUXILIAR DE EMBARQUES,Reposición de uniforme y epp,11354,Uniformes y EPP,2,15,5
11515,2024-02-15,MONTERREY RUIZ,MOTOCICLISTA DE SUCURSAL,Reposición de uniforme y epp,0,Uniformes y EPP,2,15,5
1264,2024-02-16,MONTERREY RUIZ,ASESOR MOSTRADOR,Solicitar beneficio,0,Compensaciones y Beneficios,2,16,2
5519,2024-02-16,TAPACHULA,COORDINADOR DE MOSTRADOR,Duda ticket beneficio,0,Compensaciones y Beneficios,2,16,2
6280,2024-02-16,TIJUANA,EJECUTIVO DE CREDITO Y COBRANZA SUCURSAL,Hablar con ch,0,Compensaciones y Beneficios,2,16,2
8599,2024-02-16,GUADALUPE,MOTOCICLISTA DE SUCURSAL,Nómina,0,Administración de Personal,2,16,1
8703,2024-02-16,MORELIA LIBRAMIENTO,ASESOR DE VENTAS MOTOPARTES,Reposición de uniforme y epp,0,Uniformes y EPP,2,16,5
8997,2024-02-16,COATZACOALCOS,ASESOR MOSTRADOR,Hablar con ch,0,Compensaciones y Beneficios,2,16,2
9855,2024-02-16,TAPACHULA,ASESOR MOSTRADOR,Reposición de gafete,104593,Administración de Personal,2,16,1
10062,2024-02-16,ECATEPEC,ASESOR DE VENTAS MOTOPARTES,Hablar con ch,0,Uniformes y EPP,2,16,5
10480,2024-02-16,MERIDA MEXICO,MOTOCICLISTA DE SUCURSAL,Reposición de uniforme y epp,104596,Uniformes y EPP,2,16,5
10569,2024-02-16,ACAPULCO CONSTITUYENTES,EJECUTIVO DE LOGISTICA,Reposición de uniforme y epp,104602,Uniformes y EPP,2,16,5
10613,2024-02-16,MONTERREY RUIZ,COORDINADOR DE MOSTRADOR,Reposición de gafete,104604,Administración de Personal,2,16,1
11354,2024-02-16,CEDIS,AUXILIAR DE EMBARQUES,Reposición de uniforme y epp,0,Uniformes y EPP,2,16,5
3037,2024-02-19,ACAPULCO,EJECUTIVO TELEMARKETING REFACCIONARIAS,Reposición de tarjeta nómina,105220,Administración de Personal ,2,19,1
6373,2024-02-19,CD VALLES SLP,ASESOR DE VENTAS REFACCIONARIAS,Duda sobre bono,0,Compensaciones y Beneficios,2,19,2
6792,2024-02-19,MONCLOVA,ASESOR DE VENTAS EMPRESAS,Reposición de uniforme y epp,105206,Uniformes y EPP,2,19,5
7371,2024-02-19,CD OBREGON,EJECUTIVO DE LOGISTICA,Reposición de uniforme y epp,0,Uniformes y EPP,2,19,5
8572,2024-02-19,TAPACHULA MOTOPARTES,ASESOR MOSTRADOR,Reposición de uniforme y epp,105190,Uniformes y EPP,2,19,5
9228,2024-02-19,CD OBREGON,MOTOCICLISTA DE SUCURSAL,Reposición de uniforme y epp,0,Uniformes y EPP,2,19,5
9517,2024-02-19,HERMOSILLO PERIFERICO,MOTOCICLISTA DE SUCURSAL,Constancia laboral,0,Relaciones Laborales,2,19,3
9981,2024-02-19,ACAPULCO CONSTITUYENTES,MOTOCICLISTA DE SUCURSAL,Reposición de uniforme y epp,105187,Uniformes y EPP,2,19,5
10726,2024-02-19,GUADALUPE,COORDINADOR DE MOSTRADOR,Cuenta workplace,105197,Administración de Personal ,2,19,1
1437,2024-02-20,MERIDA CANEK,CHOFER SUCURSAL,Reposición de tarjeta nómina,0,Administración de Personal,2,20,1
2792,2024-02-20,MORELIA MADERO,ASESOR MOSTRADOR,Solicitar beneficio,0,Compensaciones y Beneficios,2,20,2
3362,2024-02-20,MERIDA ORIENTE,COORDINADOR DE MOSTRADOR,Constancia laboral,0,Relaciones Laborales,2,20,3
7371,2024-02-20,CD OBREGON,EJECUTIVO DE LOGISTICA,Reposición de uniforme y epp,105695,Uniformes y EPP,2,20,5
7760,2024-02-20,VERACRUZ CUAUHTEMOC,COORDINADOR DE MOSTRADOR,Duda sobre bono,0,Compensaciones y Beneficios,2,20,2
7793,2024-02-20,POZA RICA,PROMOTOR DE VENTAS,Reposición de uniforme y epp,105341,Uniformes y EPP,2,20,5
7970,2024-02-20,MORELIA MADERO,EJECUTIVO DE LOGISTICA,Duda sobre bono,0,Compensaciones y Beneficios,2,20,2
8059,2024-02-20,DIVISION EMPRESAS,KAM EMPRESAS,Hablar con ch,0,Administración de Personal,2,20,1
8664,2024-02-20,FRESNILLO,MOTOCICLISTA DE SUCURSAL,Reposición de uniforme y epp,0,Uniformes y EPP,2,20,5
8705,2024-02-20,CEDIS,AUXILIAR DE RECEPCION,Reposición de uniforme y epp,0,Uniformes y EPP,2,20,5
9025,2024-02-20,MORELIA MADERO,MOTOCICLISTA DE SUCURSAL,Duda ticket beneficio,0,Compensaciones y Beneficios,2,20,2
9215,2024-02-20,MERIDA ORIENTE,CHOFER SUCURSAL,Reposición de gafete,0,Administración de Personal,2,20,1
9311,2024-02-20,CORDOBA,ASESOR MOSTRADOR,Duda ticket beneficio,0,Compensaciones y Beneficios,2,20,2
9376,2024-02-20,FEDERALISMO,ASESOR MOSTRADOR,Duda ticket beneficio,0,Compensaciones y Beneficios,2,20,2
9758,2024-02-20,VERACRUZ CUAUHTEMOC,ASESOR MOSTRADOR,Duda sobre bono,0,Compensaciones y Beneficios,2,20,2
9813,2024-02-20,TEPATITLAN,MOTOCICLISTA DE SUCURSAL,Reposición de uniforme y epp,105518,Uniformes y EPP,2,20,5
10177,2024-02-20,DURANGO,CHOFER SUCURSAL,Reposición de gafete,105505,Administración de Personal,2,20,1
10246,2024-02-20,CANCUN PORTILLO,COORDINADOR DE ALMACEN Y LOGISTICA,Reposición de uniforme y epp,0,Uniformes y EPP,2,20,5
10330,2024-02-20,CEDIS,AUXILIAR DE EMPAQUE,Reposición de uniforme y epp,105713,Uniformes y EPP,2,20,5
10339,2024-02-20,NEZA,AYUDANTE MULTIFUNCIONAL,Reposición de uniforme y epp,105525,Uniformes y EPP,2,20,5
10342,2024-02-20,TUXTLA GUTIERREZ,ASESOR MOSTRADOR,Reposición de uniforme y epp,0,Uniformes y EPP,2,20,5
10426,2024-02-20,LEON ALDAMA,ASESOR MOSTRADOR,Reposición de uniforme y epp,105373,Uniformes y EPP,2,20,5
10640,2024-02-20,MONTERREY RUIZ,EJECUTIVO DE LOGISTICA,Reposición de uniforme y epp,105513,Uniformes y EPP,2,20,5
10802,2024-02-20,TEPATITLAN,MOTOCICLISTA DE SUCURSAL,Reposición de uniforme y epp,106058,Uniformes y EPP,2,20,5
10931,2024-02-20,TUXTLA GUTIERREZ,EJECUTIVO DE LOGISTICA,Reposición de uniforme y epp,0,Uniformes y EPP,2,20,5
1437,2024-02-21,MERIDA CANEK,CHOFER SUCURSAL,Reposición de tarjeta nómina,0,Administración de Personal,2,21,1
4869,2024-02-21,PUEBLA CAPU,COORDINADOR DE ALMACEN Y LOGISTICA,Reposición de uniforme y epp,0,Uniformes y EPP,2,21,5
5093,2024-02-21,ZAMORA,GERENTE UNIDAD DE NEGOCIO,Nómina,0,Administración de personal ,2,21,1
6261,2024-02-21,MAZATLAN,MOTOCICLISTA DE SUCURSAL,Reposición de uniforme y epp,0,Uniformes y Epp,2,21,5
6792,2024-02-21,MONCLOVA,ASESOR DE VENTAS EMPRESAS,Reposición de uniforme y epp,0,Uniformes y EPP,2,21,5
7793,2024-02-21,POZA RICA,PROMOTOR DE VENTAS,Reposición de uniforme y epp,0,Uniformes y EPP,2,21,5
7970,2024-02-21,MORELIA MADERO,EJECUTIVO DE LOGISTICA,Duda sobre bono,0,Compensaciones y Beneficios,2,21,2
9146,2024-02-21,LEON ALDAMA,ASESOR MOSTRADOR,Duda sobre bono,0,Compensaciones y Beneficios,2,21,2
9311,2024-02-21,CORDOBA,ASESOR MOSTRADOR,Duda ticket beneficio,0,Compensaciones y Beneficios,2,21,2
9318,2024-02-21,CENTRAL CAMIONERA,ASESOR MOSTRADOR,Reposición de uniforme y epp,0,Uniformes y EPP,2,21,5
9660,2024-02-21,IZTAPALAPA SANTA MARTHA,MOTOCICLISTA DE SUCURSAL,Reposición de uniforme y epp,0,Uniformes y EPP,2,21,5
9888,2024-02-21,AGUASCALIENTES HACIENDAS,ASESOR MOSTRADOR,Duda sobre bono,0,Compensaciones y Beneficios,2,21,2
9895,2024-02-21,TOLUCA,MOTOCICLISTA DE SUCURSAL,Reposición de uniforme y epp,0,Uniformes y EPP,2,21,5
9952,2024-02-21,BUSINESS APPLICATIONS DEVELOPMENT,FULLSTACK DEVELOPER,Conocer prestaciones,0,Compensaciones y Beneficios,2,21,2
10342,2024-02-21,TUXTLA GUTIERREZ,ASESOR MOSTRADOR,Reposición de uniforme y epp,0,Uniformes y EPP,2,21,5
10488,2024-02-21,CEDIS,AUXILIAR DE RECEPCION,Reposición de uniforme y epp,106001,Uniformes y EPP,2,21,5
10731,2024-02-21,PUEBLA BUGAMBILIAS,MOTOCICLISTA DE SUCURSAL,Reposición de uniforme y epp,0,Uniformes y EPP,2,21,5
10785,2024-02-21,CUERNAVACA,EJECUTIVO DE LOGISTICA,Cuenta workplace,105898,Administración de personal ,2,21,1
10785,2024-02-21,CUERNAVACA,EJECUTIVO DE LOGISTICA,Duda sobre bono,0,Compensaciones y Beneficios,2,21,2
10802,2024-02-21,TEPATITLAN,MOTOCICLISTA DE SUCURSAL,Reposición de uniforme y epp,106058,Uniformes y EPP,2,21,5
10868,2024-02-21,MERIDA ORIENTE,AYUDANTE MULTIFUNCIONAL,Reposición de uniforme y epp,0,Uniformes y EPP,2,21,5
11354,2024-02-21,CEDIS,AUXILIAR DE EMBARQUES,Reposición de uniforme y epp,0,Uniformes y EPP,2,21,5
11460,2024-02-21,SALTILLO,ASESOR MOSTRADOR,Nómina,0,Administración de personal ,2,21,1
1849,2024-02-22,CEDIS,AUXILIAR DE EMBARQUES,Reposición de uniforme y epp,106133,Uniformes y EPP,2,22,5
3107,2024-02-22,VILLAHERMOSA UNIVERSIDAD,GERENTE REGIONAL REFACCIONARIAS,Reposición de gafete,106151,Administración de Personal,2,22,1
4025,2024-02-22,VILLAHERMOSA UNIVERSIDAD,GERENTE UNIDAD DE NEGOCIO,Reposición de uniforme y epp, ,Uniformes y EPP,2,22,5
5324,2024-02-22,ACAPULCO CONSTITUYENTES,PROMOTOR DE VENTAS,Reposición de uniforme y epp,106451,Uniformes y EPP,2,22,5
6047,2024-02-22,CEDIS,OPERADOR DE MONTACARGAS,Reposición de uniforme y epp,0,Uniformes y EPP,2,22,5
6970,2024-02-22,MERIDA ORIENTE,COORDINADOR DE ALMACEN Y LOGISTICA,Reposición de uniforme y epp,106367,Uniformes y EPP,2,22,5
7127,2024-02-22,CEDIS,EJECUTIVO INVENTARIOS CEDIS,Reposición de uniforme y epp,106414,Uniformes y EPP,2,22,5
7361,2024-02-22,QUERETARO NACION,CHOFER SUCURSAL,Reposición de uniforme y epp,0,Uniformes y EPP,2,22,5
7367,2024-02-22,VILLAHERMOSA PERIFERICO,MOTOCICLISTA DE SUCURSAL,Reposición de gafete,106142,Administración de Personal,2,22,1
7425,2024-02-22,VILLAHERMOSA UNIVERSIDAD,ASESOR MOSTRADOR,Reposición de tarjeta vales,106455,Administración de Personal,2,22,1
7790,2024-02-22,CHIHUAHUA TECNOLOGICO,COORDINADOR DE ALMACEN Y LOGISTICA,Contabilidad,0,Administración de personal,2,22,1
8526,2024-02-22,TAMPICO NORTE,ASESOR MOSTRADOR,Hablar con ch,0,Administración de Personal,2,22,1
8904,2024-02-22,TEHUACAN PUEBLA,MOTOCICLISTA DE SUCURSAL,Reposición de uniforme y epp,102241,Uniformes y EPP,2,22,5
9102,2024-02-22,VALLEJO,ASESOR MOSTRADOR,Reposición de gafete,106452,Administración de Personal,2,22,1
9311,2024-02-22,CORDOBA,ASESOR MOSTRADOR,Duda ticket beneficio,0,Compensaciones y Beneficios,2,22,2
9472,2024-02-22,ACAPULCO,MOTOCICLISTA DE SUCURSAL,Hablar con ch,0,Administración de Personal,2,22,1
9517,2024-02-22,HERMOSILLO PERIFERICO,MOTOCICLISTA DE SUCURSAL,Hablar con ch,0,Administración de Personal,2,22,1
9929,2024-02-22,FEDERALISMO,EJECUTIVO DE CREDITO Y COBRANZA SUCURSAL,Duda sobre bono,0,Compensaciones y Beneficios ,2,22,2
10051,2024-02-22,REYNOSA,COORDINADOR DE ALMACEN Y LOGISTICA,Hablar con ch,0,Relaciones Laborales,2,22,3
10459,2024-02-22,CEDIS,OPERADOR DE MONTACARGAS,Reposición de uniforme y epp,0,Uniformes y EPP,2,22,5
10735,2024-02-22,CEDIS,AUXILIAR DE SURTIDO,Reposición de uniforme y epp, ,Uniformes y EPP,2,22,5
10800,2024-02-22,XALAPA,COORDINADOR DE ALMACEN Y LOGISTICA,Nómina,0,Administración de personal ,2,22,1
10843,2024-02-22,LEON HIDALGO,PROMOTOR DE VENTAS,Reposición de uniforme y epp,0,Uniformes y EPP,2,22,5
10900,2024-02-22,CORDOBA,EJECUTIVO DE CREDITO Y COBRANZA SUCURSAL,Duda ticket beneficio,0,Compensaciones y Beneficios,2,22,2
10982,2024-02-22,HERMOSILLO PERIFERICO,GERENTE UNIDAD DE NEGOCIO,Duda ticket beneficio, ,Compensaciones y Beneficios,2,22,2
11148,2024-02-22,SALAMANCA,CHOFER SUCURSAL,Solicitar beneficio,0,Compensaciones y Beneficios,2,22,2
3037,2024-02-23,ACAPULCO,EJECUTIVO TELEMARKETING REFACCIONARIAS,Reposición de tarjeta nómina,0,Administración de Personal ,2,23,1
3475,2024-02-23,MORELIA MADERO,PROMOTOR DE VENTAS,Solicitar beneficio,0,Compensaciones y Beneficios,2,23,2
4363,2024-02-23,VILLAHERMOSA PERIFERICO,ASESOR DE VENTAS EMPRESAS,Nómina,0,Administración de Personal,2,23,1
4729,2024-02-23,EXCELENCIA OPERATIVA,EJECUTIVO DE EXCELENCIA OPERATIVA,Reposición de uniforme y epp,106698,Uniformes y EPP,2,23,5
6026,2024-02-23,CUERNAVACA,EJECUTIVO DE LOGISTICA,Cuenta workplace,106703,Administración de Personal ,2,23,1
6705,2024-02-23,VILLAHERMOSA UNIVERSIDAD,MOTOCICLISTA DE SUCURSAL,Reposición de uniforme y epp,106651,Uniformes y EPP,2,23,5
7034,2024-02-23,FEDERALISMO,PROMOTOR DE VENTAS,Reposición de uniforme y epp,106695,Uniformes y EPP,2,23,5
7034,2024-02-23,FEDERALISMO,PROMOTOR DE VENTAS,Duda ticket beneficio,0,Compensaciones y Beneficios ,2,23,2
7886,2024-02-23,TEHUACAN PUEBLA,ASESOR MOSTRADOR,Cuenta workplace,106683,Administración de Personal,2,23,1
8138,2024-02-23,CANCUN TALLERES,COORDINADOR DE MOSTRADOR,Reposición de uniforme y epp,0,Uniformes y EPP,2,23,5
8636,2024-02-23,DURANGO,MOTOCICLISTA DE SUCURSAL,Reposición de uniforme y epp,106577,Uniformes y EPP,2,23,5
9517,2024-02-23,HERMOSILLO PERIFERICO,MOTOCICLISTA DE SUCURSAL,Solicitar beneficio,0,Compensaciones y Beneficios ,2,23,2
10459,2024-02-23,CEDIS,OPERADOR DE MONTACARGAS,Reposición de uniforme y epp,106660,Uniformes y EPP,2,23,5
10715,2024-02-23,SALAMANCA,ASESOR MOSTRADOR,Duda ticket beneficio,0,Compensaciones y Beneficios,2,23,2
11138,2024-02-23,OJO DE AGUA,AYUDANTE MULTIFUNCIONAL,Reposición de uniforme y epp,0,Uniformes y EPP,2,23,5
11516,2024-02-23,TEHUACAN PUEBLA,ASESOR MOSTRADOR,Pulso apymsa,0,Administración de Personal,2,23,1
2792,2024-02-26,MORELIA MADERO,ASESOR MOSTRADOR,Duda ticket beneficio,0,Compensaciones y Beneficios ,2,26,2
3236,2024-02-26,DURANGO,ASESOR DE VENTAS REFACCIONARIAS,Nómina,0,Administración de personal ,2,26,1
3613,2024-02-26,CUERNAVACA,COORDINADOR DE ALMACEN Y LOGISTICA,Duda ticket beneficio,0,Compensaciones y Beneficios ,2,26,2
6460,2024-02-26,CELAYA,CHOFER SUCURSAL,Reposición de uniforme y epp,107207,Uniformes y EPP,2,26,5
7034,2024-02-26,FEDERALISMO,PROMOTOR DE VENTAS,Duda ticket beneficio,0,Compensaciones y Beneficios ,2,26,2
7371,2024-02-26,CD OBREGON,EJECUTIVO DE LOGISTICA,Hablar con ch,0,Administración de personal ,2,26,1
8050,2024-02-26,ENSENADA BCS,COORDINADOR DE MOSTRADOR,Duda ticket beneficio,0,Compensaciones y Beneficios ,2,26,2
8511,2024-02-26,URUAPAN,CHOFER SUCURSAL,Constancia laboral,0,Relaciones Laborales,2,26,3
9003,2024-02-26,FINANZAS,EJECUTIVO DE CREDITO Y COBRANZA SUCURSAL,Reposición de gafete,107200,Administración de personal ,2,26,1
9346,2024-02-26,ENSENADA BCS,EJECUTIVO DE CREDITO Y COBRANZA SUCURSAL,Reposición de tarjeta vales,107202,Administración de personal ,2,26,1
9396,2024-02-26,COLIMA,MOTOCICLISTA DE SUCURSAL,Reposición de uniforme y epp,107183,Uniformes y EPP,2,26,5
10185,2024-02-26,VALLEJO,EJECUTIVO DE CREDITO Y COBRANZA SUCURSAL,Nómina,0,Administración de personal ,2,26,1
10303,2024-02-26,VERACRUZ TEJERIAS,CHOFER SUCURSAL,Duda ticket beneficio,0,Compensaciones y Beneficios ,2,26,2
10422,2024-02-26,VILLAHERMOSA PERIFERICO,MOTOCICLISTA DE SUCURSAL,Reposición de uniforme y epp,107231,Uniformes y EPP,2,26,5
10660,2024-02-26,ZAMORA,MOTOCICLISTA DE SUCURSAL,Reposición de uniforme y epp,0,Uniformes y EPP,2,26,5
10849,2024-02-26,TORREON,EJECUTIVO DE LOGISTICA,Reposición de uniforme y epp,107192,Uniformes y EPP,2,26,5
11142,2024-02-26,TIJUANA LA CURVA,COORDINADOR DE ALMACEN Y LOGISTICA,Hablar con ch,0,Otros,2,26,7
11325,2024-02-26,PACHUCA,MOTOCICLISTA DE SUCURSAL,Hablar con ch,0,Regionales de CH,2,26,4
600,2024-02-27,OPERACIONES RETAIL,GERENTE REGIONAL UNIDAD DE NEGOCIO,Reposición de uniforme y epp,107640,Uniformes y EPP,2,27,5
2728,2024-02-27,CENTRAL CAMIONERA,GERENTE UNIDAD DE NEGOCIO,Hablar con ch,0,Regionales de CH,2,27,4
2760,2024-02-27,OPERACIONES RETAIL,GERENTE REGIONAL UNIDAD DE NEGOCIO,Reposición de uniforme y epp,107648,Uniformes y EPP,2,27,5
3373,2024-02-27,EXCELENCIA OPERATIVA,EJECUTIVO DE EXCELENCIA OPERATIVA,Reposición de uniforme y epp,0,Uniformes y EPP,2,27,5
6047,2024-02-27,CEDIS,OPERADOR DE MONTACARGAS,Nómina,0,Administración de personal ,2,27,1
7310,2024-02-27,CELAYA,CHOFER SUCURSAL,Reposición de uniforme y epp,107657,Uniformes y EPP,2,27,5
7371,2024-02-27,CD OBREGON,EJECUTIVO DE LOGISTICA,Reposición de gafete,0,Administración de personal ,2,27,1
7472,2024-02-27,CELAYA,MOTOCICLISTA DE SUCURSAL,Reposición de uniforme y epp,107672,Uniformes y EPP,2,27,5
7888,2024-02-27,COLONIA JALISCO,COORDINADOR DE ALMACEN Y LOGISTICA,Duda sobre bono,0,Compensaciones y Beneficios ,2,27,2
8263,2024-02-27,CEDIS,AUXILIAR DE EMBARQUES,Reposición de uniforme y epp,107665,Uniformes y EPP,2,27,5
8947,2024-02-27,ECATEPEC,ASESOR MOSTRADOR,Reposición de uniforme y epp,0,Uniformes y EPP,2,27,5
9145,2024-02-27,CENTRAL CAMIONERA,EJECUTIVO DE LOGISTICA,Reposición de uniforme y epp,107627,Uniformes y EPP,2,27,5
9204,2024-02-27,MONTERREY RUIZ,ASESOR MOSTRADOR,Reposición de uniforme y epp,107652,Uniformes y EPP,2,27,5
9776,2024-02-27,OPERACIONES RETAIL,GERENTE REGIONAL UNIDAD DE NEGOCIO,Reposición de uniforme y epp,107654,Uniformes y EPP,2,27,5
10254,2024-02-27,DURANGO,ASESOR MOSTRADOR,Reposición de uniforme y epp,107660,Uniformes y EPP,2,27,5
10254,2024-02-27,DURANGO,ASESOR MOSTRADOR,Reposición de gafete,107670,Administración de personal ,2,27,1
10422,2024-02-27,VILLAHERMOSA PERIFERICO,MOTOCICLISTA DE SUCURSAL,Conocer prestaciones,0,Compensaciones y Beneficios ,2,27,2
10660,2024-02-27,ZAMORA,MOTOCICLISTA DE SUCURSAL,Reposición de uniforme y epp,0,Uniformes y EPP,2,27,5
11192,2024-02-27,MONTERREY RUIZ,CHOFER SUCURSAL,Reposición de uniforme y epp,0,Uniformes y EPP,2,27,5
11377,2024-02-27,OPERACIONES RETAIL,GERENTE REGIONAL UNIDAD DE NEGOCIO,Reposición de gafete,107632,Administración de personal ,2,27,1
1738,2024-02-28,ACAPULCO CONSTITUYENTES,GERENTE UNIDAD DE NEGOCIO,Reposición de gafete,108014,Administración de personal ,2,28,1
3135,2024-02-28,MEXICALI,ASESOR DE VENTAS REFACCIONARIAS,Reposición de tarjeta vales,107982,Administración de personal ,2,28,1
3373,2024-02-28,EXCELENCIA OPERATIVA,EJECUTIVO DE EXCELENCIA OPERATIVA,Reposición de uniforme y epp,0,Uniformes y EPP,2,28,5
5177,2024-02-28,OAXACA,ASESOR MOSTRADOR,Reposición de tarjeta nómina,0,Administración de Personal,2,28,1
6952,2024-02-28,CELAYA,CHOFER SUCURSAL,Reposición de uniforme y epp,108429,Uniformes y EPP,2,28,5
7371,2024-02-28,CD OBREGON,EJECUTIVO DE LOGISTICA,Reposición de gafete,0,Administración de personal ,2,28,1
9215,2024-02-28,MERIDA ORIENTE,CHOFER SUCURSAL,Reposición de gafete,107984,Administración de Personal,2,28,1
9589,2024-02-28,MONCLOVA,CHOFER SUCURSAL,Reposición de gafete,107976,Administración de personal ,2,28,1
9742,2024-02-28,ACAPULCO,EJECUTIVO DE LOGISTICA,Reposición de gafete,107986,Administración de personal ,2,28,1
11314,2024-02-28,DIVISION EMPRESAS,GERENTE TERRITORIAL EMPRESAS,Reposición de tarjeta vales,108020,Administración de personal ,2,28,1
11460,2024-02-28,SALTILLO,ASESOR MOSTRADOR,Nómina,0,Administración de personal ,2,28,1
11516,2024-02-28,TEHUACAN PUEBLA,ASESOR MOSTRADOR,Pulso apymsa,0,Administración de Personal,2,28,1
11516,2024-02-28,TEHUACAN PUEBLA,ASESOR MOSTRADOR,Pulso apymsa,0,Administración de Personal,2,28,1
1799,2024-02-29,QUERETARO LUIS PASTEUR,ASESOR MOSTRADOR,Reposición de gafete,0,Administración de personal ,2,29,1
7371,2024-02-29,CD OBREGON,EJECUTIVO DE LOGISTICA,Reposición de tarjeta vales,0,Administración de personal ,2,29,1
7790,2024-02-29,CHIHUAHUA TECNOLOGICO,COORDINADOR DE ALMACEN Y LOGISTICA,Reposición de tarjeta vales,0,Administración de personal ,2,29,1
8620,2024-02-29,OJO DE AGUA,MOTOCICLISTA DE SUCURSAL,Duda ticket beneficio,0,Compensaciones y Beneficios ,2,29,2
9050,2024-02-29,GOMEZ PALACIO,MOTOCICLISTA DE SUCURSAL,Reposición de uniforme y epp,108429,Uniformes y EPP,2,29,5
9115,2024-02-29,AGUASCALIENTES CONVENCION,ASESOR MOSTRADOR,Duda ticket beneficio,0,Compensaciones y beneficios ,2,29,2
11137,2024-02-29,FRESNILLO,AYUDANTE MULTIFUNCIONAL,Reposición de uniforme y epp,108406,Uniformes y EPP,2,29,5
1374,2024-03-01,CD OBREGON,ASESOR DE VENTAS REFACCIONARIAS,Reposición de uniforme y epp,0,Uniformes y EPP,3,1,5
2218,2024-03-01,PUEBLA CAPU,GERENTE REGIONAL EMPRESAS,Hablar con ch,0,Administración de Personal,3,1,1
5170,2024-03-01,ADOLF HORN,COORDINADOR DE MOSTRADOR,Duda ticket beneficio,0,Compensaciones y Beneficios ,3,1,2
6815,2024-03-01,TAPACHULA,CHOFER SUCURSAL,Reposición de gafete,108697,Administración de Personal,3,1,1
7371,2024-03-01,CD OBREGON,EJECUTIVO DE LOGISTICA,Reposición de tarjeta vales,0,Administración de Personal,3,1,1
8347,2024-03-01,GOMEZ PALACIO,COORDINADOR DE MOSTRADOR,Nómina,0,Administración de Personal,3,1,1
10115,2024-03-01,OAXACA,EJECUTIVO DE LOGISTICA,Reposición de uniforme y epp,108880,Uniformes y EPP,3,1,5
10177,2024-03-01,DURANGO,CHOFER SUCURSAL,Duda ticket beneficio,0,Compensaciones y beneficios ,3,1,2
10673,2024-03-01,CUERNAVACA,ASESOR DE VENTAS MOTOPARTES,Reposición de gafete,108692,Administración de Personal,3,1,1
